"Child nonlinguistic","",270.736,272.402,1.666,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",46.741,49.344,2.603,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",53.947,57.105,3.158,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",58.711,61.304,2.593,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",73.139,74.415,1.276,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",76.109,79.137,3.028,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",109.349,111.205,1.856,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",114.509,115.734,1.225,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",118.05,120.151,2.101,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",127.942,131.416,3.474,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",206.324,207.442,1.118,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",208.682,212.108,3.426,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",213.274,216.975,3.701,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",220.363,221.773,1.41,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",239.851,242.139,2.288,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",263.038,263.605,0.567,"touching w/ open hand","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",264.102,266.809,2.707,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",285.972,296.448,10.476,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",312.852,323.336,10.484,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",337.639,338.337,0.698,"hold out/give","105_18m_socpop_consensus.eaf"
"Caregiver nonlinguistic","",353.738,359.149,5.411,"hold out/give","105_18m_socpop_consensus.eaf"
"start_stop","",30.44,32.36,1.92,"","105_18m_socpop_consensus.eaf"
"start_stop","",383.6,386.32,2.72,"","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",40.353,41.038,0.685,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",46.379,47.373,0.994,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",48.9,49.553,0.653,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",53.353,54.023,0.67,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",54.729,55.165,0.436,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",56.564,57.483,0.919,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",59.415,60.294,0.879,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",73.65,74.314,0.664,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",75.717,76.57,0.853,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",76.895,77.486,0.591,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",79.083,80.076,0.993,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",81.217,81.747,0.53,"label - object imaginary","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",82.302,82.912,0.61,"label - object imaginary","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",94.15,95.291,1.141,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",95.915,97.17,1.255,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",100.227,101.375,1.148,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",105.462,106.516,1.054,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",107.2,108.536,1.336,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",109.957,110.795,0.838,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",114.448,115.542,1.094,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",118.992,120.335,1.343,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",123.738,124.617,0.879,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",128.871,129.784,0.913,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",132.489,133.077,0.588,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",133.338,133.828,0.49,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",134.564,135.067,0.503,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",139.806,140.494,0.688,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",142.918,143.683,0.765,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",144.005,144.676,0.671,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",146.649,147.34,0.691,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",148.203,148.8,0.597,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",150.917,151.381,0.464,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",154.505,154.962,0.457,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",160.382,161.046,0.664,"label - object imaginary","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",162.265,163.083,0.818,"label - object imaginary","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",169.637,170.375,0.738,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",172.076,172.688,0.612,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",175.369,176.773,1.404,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",177.671,178.922,1.251,"label - object present","105_18m_socpop_consensus.eaf"
"Caregiver linguistic","",179.129,179.505,0.376,"label - object present","105_18m_socpop_consensus.eaf"
