"Caregiver nonlinguistic","",8.9,9.6,0.7,"extended index finger","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",11.1,14.06,2.96,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",30.1,35.986,5.886,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",38.4,45.0,6.6,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",57.74,59.48,1.74,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",80.76,82.913,2.153,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",98.74,100.28,1.54,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",101.814,102.919,1.105,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",106.08,110.64,4.56,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",129.28,145.02,15.74,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",149.1,169.32,20.22,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",194.1,203.286,9.186,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",204.9,210.94,6.04,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",227.24,231.68,4.44,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",233.62,235.273,1.653,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",238.82,241.239,2.419,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",266.99,272.59,5.6,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",280.16,282.82,2.66,"descriptive or iconic gesture","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",291.06,292.38,1.32,"touching w/ open hand","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",294.8,295.253,0.453,"extended index finger","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",336.08,342.32,6.24,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver nonlinguistic","",342.84,353.86,11.02,"hold out/give","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",8.92,9.48,0.56,"label - object present","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",14.02,15.14,1.12,"label - object imaginary","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",26.092,26.569,0.477,"label - object imaginary","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",32.432,32.879,0.447,"label - object imaginary","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",38.988,40.215,1.227,"label - object present","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",47.059,47.5,0.441,"label - object present","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",55.64,55.939,0.299,"label - object imaginary","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",62.152,62.973,0.821,"label - object present","145_18m_socpop_JReyes.eaf"
"Caregiver linguistic","",63.572,64.212,0.64,"label - object present","145_18m_socpop_JReyes.eaf"
